Gene1,Gene2,Score
FOS,MPND,856.0
FOS,ZFP871,690.0
FOS,XAB2,906.0
FOS,IER5,741.0
FOS,XAF1,853.0
FOS,ELMO2,821.0
FOS,PCMTD1,537.0
FOS,MSMO1,531.0
FOS,COPS8,556.0
FOS,SFXN3,620.0
FOS,MCM3,827.0
FOS,LGALS8,677.0
FOS,UNK,405.0
FOS,IL1R1,645.0
FOS,CD1D1,732.0
FOS,MFSD1,1883.0
FOS,TES,525.0
FOS,ANXA2,651.0
FOS,ZFP945,451.0
FOS,GBP3,626.0
FOS,STX5A,485.0
FOS,CISH,518.0
FOS,HEXA,1889.0
FOS,ARL6IP6,580.0
FOS,RMND5A,696.0
FOS,CHP1,524.0
FOS,APOE,775.0
FOS,STAT2,743.0
FOS,CEP68,628.0
FOS,TARS,410.0
FOS,ZFP386,369.0
FOS,KAT7,679.0
FOS,VPS4B,416.0
FOS,DUSP6,411.0
FOS,ITGB7,818.0
FOS,PLAA,398.0
FOS,SGMS1,382.0
FOS,AW549877,508.0
FOS,STARD4,757.0
FOS,WDR13,486.0
FOS,TMEM43,463.0
FOS,PAFAH2,406.0
FOS,CYP4V3,644.0
FOS,NFKBIA,773.0
FOS,GNS,774.0
FOS,WARS,417.0
FOS,SMPDL3A,515.0
FOS,GBP2,523.0
FOS,OAS3,706.0
FOS,BPGM,547.0
FOS,IL15RA,397.0
FOS,TOR4A,432.0
FOS,TNIP3,666.0
FOS,CLCN4,445.0
FOS,CYLD,461.0
FOS,PLEK,616.0
FOS,MRPL37,523.0
FOS,CRK,1230.0
FOS,ERLIN1,531.0
FOS,TFG,293.0
FOS,CDCA4,552.0
FOS,FBXW5,412.0
FOS,ITSN1,479.0
FOS,CTNNA1,254.0
FOS,ASB13,312.0
FOS,CHORDC1,548.0
FOS,SLC43A2,312.0
FOS,TNFRSF1B,361.0
FOS,E2F6,356.0
FOS,SLC30A5,311.0
FOS,TCTA,382.0
FOS,SC5D,359.0
FOS,NEK7,391.0
FOS,EBI3,508.0
FOS,CHKA,398.0
FOS,CASP1,463.0
FOS,NSDHL,433.0
FOS,OXR1,348.0
FOS,PNPLA8,342.0
FOS,PARP8,267.0
FOS,TRIM26,327.0
FOS,MAP2K1,386.0
FOS,JUN,587.0
FOS,PPP1R15A,207.0
FOS,LRMP,384.0
FOS,DNPEP,252.0
FOS,PSAT1,278.0
FOS,DUSP1,369.0
FOS,PLD3,523.0
FOS,CDIP1,247.0
FOS,NDEL1,461.0
FOS,VWA5A,293.0
FOS,KPNA3,298.0
FOS,TMC6,335.0
FOS,MTMR14,483.0
FOS,IARS,383.0
FOS,IRGM1,355.0
FOS,HSD3B7,425.0
FOS,F11R,308.0
FOS,ANKS3,255.0
FOS,MYSM1,324.0
FOS,CYB5R3,350.0
FOS,BTG2,229.0
FOS,CCL3,824.0
FOS,TIMM29,226.0
FOS,S100A6,335.0
FOS,B230219D22RIK,247.0
FOS,SH3BP5,308.0
FOS,SESN1,261.0
FOS,ABHD17B,361.0
FOS,1110059E24RIK,361.0
FOS,TMEM129,255.0
FOS,TCIRG1,305.0
FOS,GLB1,270.0
FOS,CD53,379.0
FOS,ZFP1,267.0
FOS,ALDH6A1,444.0
FOS,GOSR2,443.0
FOS,METTL27,275.0
FOS,MEF2A,205.0
FOS,GALK2,226.0
FOS,CDS2,245.0
FOS,PGGHG,328.0
FOS,PAFAH1B2,257.0
FOS,ATP6AP2,381.0
FOS,CASP4,362.0
FOS,RABIF,274.0
FOS,GNA13,317.0
FOS,CDK19,489.0
FOS,DUSP2,389.0
FOS,UMPS,241.0
FOS,RIC8A,263.0
FOS,LEPROT,313.0
FOS,DNAJC10,247.0
FOS,NEURL3,356.0
FOS,OAT,258.0
FOS,ILVBL,275.0
FOS,ARID5A,286.0
FOS,MCFD2,261.0
FOS,ZFP655,331.0
FOS,CTSZ,439.0
FOS,CCL4,824.0
FOS,IMPACT,226.0
FOS,ADO,243.0
FOS,MAPK9,231.0
FOS,CNRIP1,258.0
FOS,WFDC17,374.0
FOS,SGTA,222.0
FOS,ADCK1,295.0
FOS,AFF4,450.0
FOS,FBXL3,197.0
FOS,CCNG2,335.0
FOS,CAST,293.0
FOS,HIPK1,323.0
FOS,CALU,209.0
FOS,JUNB,298.0
FOS,PAQR7,315.0
FOS,MS4A6B,323.0
FOS,DUS1L,589.0
FOS,TGM2,419.0
FOS,PQLC3,248.0
FOS,AIG1,403.0
FOS,GBP7,260.0
FOS,VPS26C,162.0
FOS,IFNAR1,286.0
FOS,USP3,177.0
FOS,RGS2,177.0
FOS,VPS11,674.0
FOS,INPP5K,234.0
FOS,TOR3A,213.0
FOS,ZFP451,218.0
FOS,SCFD1,232.0
FOS,RASSF5,212.0
FOS,UBE2G2,251.0
FOS,PTPN22,302.0
FOS,GTF2H1,795.0
FOS,TRMT2A,200.0
FOS,ANXA6,235.0
FOS,REXO4,437.0
FOS,IPO4,209.0
FOS,ABTB1,188.0
FOS,RAB31,283.0
FOS,UBA3,283.0
FOS,SLC35A4,194.0
FOS,WWP2,876.0
FOS,CAPN5,358.0
FOS,POT1A,180.0
FOS,PQLC1,217.0
FOS,STRIP1,234.0
FOS,METAP1D,434.0
FOS,TRAPPC9,240.0
FOS,TRP53BP1,373.0
FOS,KIF23,263.0
FOS,NT5C3,296.0
FOS,CYB5R1,210.0
FOS,TRIM30A,246.0
FOS,TVP23B,208.0
FOS,CTR9,181.0
FOS,VAV3,287.0
FOS,FUT7,356.0
FOS,N4BP2L1,289.0
FOS,TPP1,340.0
FOS,CTPS2,217.0
FOS,TRAFD1,288.0
FOS,TBC1D15,223.0
FOS,TMEM71,248.0
FOS,CCDC50,244.0
FOS,RASA3,240.0
FOS,SEH1L,213.0
FOS,VIPAS39,324.0
FOS,UBAP1,626.0
FOS,D10WSU102E,195.0
FOS,NUDCD3,432.0
FOS,GATA2,761.0
FOS,ALDH9A1,160.0
FOS,SERPINB9,163.0
FOS,ACOX1,198.0
FOS,GAA,217.0
FOS,GALNT11,338.0
FOS,PSD4,252.0
FOS,PPCDC,163.0
FOS,IER2,224.0
FOS,CTSC,234.0
FOS,OTULINL,283.0
FOS,MYLIP,256.0
FOS,MTREX,216.0
FOS,RTP4,240.0
FOS,NAE1,276.0
FOS,REPIN1,301.0
FOS,DHRS3,710.0
FOS,BIRC3,327.0
FOS,SNRNP200,417.0
FOS,PJA2,358.0
FOS,ENTPD5,216.0
FOS,DOK2,240.0
FOS,NCLN,213.0
FOS,USP8,125.0
FOS,SERPINA3G,307.0
FOS,PLIN3,194.0
FOS,CD69,348.0
FOS,ANXA5,183.0
FOS,STK25,144.0
FOS,POLR2B,141.0
FOS,ZZZ3,671.0
FOS,ASAH1,199.0
FOS,APLP2,235.0
FOS,SATB1,199.0
FOS,ABHD4,233.0
FOS,PPME1,133.0
FOS,MCM4,282.0
FOS,GMFB,332.0
FOS,ITFG1,157.0
FOS,HEATR5A,155.0
FOS,TYROBP,237.0
FOS,VPS35,248.0
FOS,ACSL3,213.0
FOS,PIK3CG,299.0
FOS,PARP10,264.0
FOS,SQLE,397.0
FOS,CCL9,190.0
FOS,FAM136A,250.0
FOS,COPB2,190.0
FOS,ZFP62,315.0
FOS,ZFP715,177.0
FOS,CTSL,165.0
FOS,ELOVL1,166.0
FOS,ANAPC4,138.0
FOS,ST8SIA4,246.0
FOS,PAK1,201.0
FOS,TBC1D5,366.0
FOS,GRN,244.0
FOS,METTL7A1,171.0
FOS,NAMPT,164.0
FOS,GANAB,245.0
FOS,POLE3,138.0
FOS,METAP1,253.0
FOS,MAU2,164.0
FOS,TFEC,214.0
FOS,TBXAS1,170.0
FOS,NDFIP2,212.0
FOS,UBA5,437.0
FOS,SLC35B4,139.0
FOS,AMPD2,221.0
FOS,1700017B05RIK,184.0
FOS,ABL1,280.0
FOS,ABCF3,230.0
FOS,UAP1L1,143.0
FOS,KCTD12,227.0
FOS,VAMP3,168.0
FOS,CASP12,176.0
FOS,NEK6,512.0
FOS,ZFP35,194.0
FOS,RHOH,155.0
FOS,RBM18,195.0
FOS,SMAD3,165.0
FOS,CNOT7,119.0
FOS,SNAP47,499.0
FOS,ZDHHC6,254.0
FOS,DCAF13,192.0
FOS,CUL4A,194.0
FOS,SGPL1,153.0
FOS,MYADM,162.0
FOS,NELFB,356.0
FOS,WDR75,165.0
FOS,ACLY,175.0
FOS,NADK,185.0
FOS,ATAD1,189.0
FOS,PRPS1,152.0
FOS,LDAH,136.0
FOS,TOX4,133.0
FOS,ARAP1,163.0
FOS,OAS2,203.0
FOS,ADSSL1,221.0
FOS,PROCR,187.0
FOS,FES,124.0
FOS,EYA1,178.0
FOS,CLPTM1L,146.0
FOS,LCP2,215.0
FOS,XRCC5,172.0
FOS,PSMF1,443.0
FOS,KLHL24,216.0
FOS,GEM,154.0
FOS,HMG20A,232.0
FOS,CHD9,179.0
FOS,EMILIN1,166.0
FOS,ZUP1,196.0
FOS,GUSB,160.0
FOS,COLGALT1,136.0
FOS,FAM168B,324.0
FOS,TMUB2,171.0
FOS,RGS1,157.0
FOS,YOD1,277.0
FOS,CHRNB1,166.0
FOS,GNAI3,273.0
FOS,ARHGAP1,413.0
FOS,P2RX4,147.0
FOS,RNF14,149.0
FOS,EXOC2,274.0
FOS,PON2,169.0
FOS,MAPKAPK3,163.0
FOS,SLC39A6,154.0
FOS,CDC42SE2,128.0
FOS,NBEAL2,154.0
FOS,FCHSD2,189.0
FOS,NSMAF,166.0
FOS,PHAX,187.0
FOS,ZFP24,125.0
FOS,CYBC1,138.0
FOS,SLC2A3,139.0
FOS,CTSS,133.0
FOS,TCN2,368.0
FOS,TMEM30A,152.0
FOS,ZFP266,110.0
FOS,ATP6AP1,234.0
FOS,FUCA2,167.0
FOS,MYO5A,127.0
FOS,TMOD3,184.0
FOS,PPOX,148.0
FOS,PAPSS1,133.0
FOS,MLLT3,205.0
FOS,STAT6,185.0
FOS,TMEM168,217.0
FOS,NOTCH1,171.0
FOS,USP10,145.0
FOS,PWP1,160.0
FOS,COPG1,132.0
FOS,LAPTM4B,332.0
FOS,KLC4,195.0
FOS,PECAM1,329.0
FOS,PPT1,133.0
FOS,DENND1C,216.0
FOS,CYP51,182.0
FOS,POGLUT1,309.0
FOS,PRKAB1,115.0
FOS,SDHAF2,302.0
FOS,ATP9B,155.0
FOS,AKNA,169.0
FOS,DEF8,213.0
FOS,FCHO2,297.0
FOS,TRIM44,170.0
FOS,ORAI3,179.0
FOS,PHF11B,176.0
FOS,CD300A,163.0
FOS,RNF6,148.0
FOS,IDH1,151.0
FOS,AK3,287.0
FOS,SDC4,147.0
FOS,CHMP3,200.0
FOS,TMEM186,150.0
FOS,CNOT10,176.0
FOS,BIRC2,172.0
FOS,TOPORS,195.0
FOS,TSPAN14,122.0
FOS,EYA2,198.0
FOS,PSTPIP1,141.0
FOS,PTDSS1,203.0
FOS,PXK,275.0
FOS,VPS33B,110.0
FOS,APEH,157.0
FOS,ARL8B,145.0
FOS,EXD2,266.0
FOS,CCNG1,136.0
FOS,USP37,132.0
FOS,IL15,166.0
FOS,EIF1AD,258.0
FOS,EDEM2,146.0
FOS,TRIM47,136.0
FOS,MYO1F,128.0
FOS,RNF139,169.0
FOS,CMTM6,138.0
FOS,MAP2K5,145.0
FOS,RCBTB2,143.0
FOS,ACOT9,161.0
FOS,ANAPC2,157.0
FOS,SLC25A46,240.0
FOS,GPCPD1,133.0
FOS,ADGRG3,238.0
FOS,ELP3,132.0
FOS,RPA1,144.0
FOS,H2-M3,148.0
FOS,OSBPL1A,127.0
FOS,CASP2,233.0
FOS,SLC35A1,229.0
FOS,EXOC3,122.0
FOS,AAR2,228.0
FOS,PIGQ,226.0
FOS,MAN1A,116.0
FOS,ZFP263,125.0
FOS,PSMD5,122.0
FOS,PLA2G4A,123.0
FOS,IER3,114.0
FOS,ARRDC1,116.0
FOS,CDK17,134.0
FOS,9530068E07RIK,148.0
FOS,PRKACB,211.0
FOS,GIMAP5,211.0
FOS,FLCN,211.0
FOS,KIDINS220,208.0
FOS,LRRC8C,112.0
FOS,WDR41,125.0
FOS,CLN5,103.0
FOS,AP1G2,110.0
FOS,TPM4,135.0
FOS,NMT2,108.0
FOS,UBE2L6,106.0
FOS,STAT1,109.0
FOS,TMEM109,198.0
FOS,IPO9,104.0
FOS,CACFD1,132.0
FOS,SERINC1,105.0
FOS,POR,101.0
FOS,PGM1,189.0
FOS,DDX1,188.0
FOS,RELT,104.0
FOS,POLR1B,184.0
FOS,IRF9,184.0
FOS,EDC3,183.0
FOS,ARMC8,180.0
FOS,NCEH1,173.0
FOS,RDH11,171.0
FOS,CYTH4,171.0
FOS,FAM120B,110.0
FOS,DNM1L,169.0
FOS,VPS41,164.0
FOS,TAPBPL,164.0
FOS,TMEM175,163.0
FOS,TBL3,163.0
FOS,DYNC1LI2,163.0
FOS,TMEM173,162.0
FOS,DNAJC11,162.0
FOS,PDCL,161.0
FOS,DCTD,161.0
FOS,VILL,157.0
FOS,EXT2,154.0
FOS,CD52,153.0
FOS,ZBTB38,151.0
FOS,PANX1,151.0
FOS,SMU1,149.0
FOS,ETFBKMT,149.0
FOS,MYCN,146.0
FOS,TMEM206,144.0
FOS,ATG12,144.0
FOS,ELP2,142.0
FOS,FAM91A1,140.0
FOS,MAN2B2,139.0
FOS,PLIN2,138.0
FOS,NFATC1,137.0
FOS,MCM2,137.0
FOS,HACD4,134.0
FOS,CNP,134.0
FOS,ICAM1,130.0
FOS,DMTF1,129.0
FOS,COPB1,127.0
FOS,ATP6V1A,127.0
FOS,STX7,126.0
FOS,CUL3,126.0
FOS,ADAMTS10,126.0
FOS,SLCO3A1,124.0
FOS,RAB32,124.0
FOS,PTGS1,165.0
FOS,STX12,123.0
FOS,ZFP397,121.0
FOS,LPCAT3,120.0
FOS,WDR45B,119.0
FOS,SLFN8,118.0
FOS,VAV1,114.0
FOS,SLC39A11,114.0
FOS,RHOT1,113.0
FOS,ALG2,113.0
FOS,MFGE8,112.0
FOS,CALCRL,112.0
FOS,SNAP23,111.0
FOS,INO80D,111.0
FOS,USP25,110.0
FOS,SLC19A1,110.0
FOS,FNTA,110.0
FOS,SMAD2,109.0
FOS,RNF115,107.0
FOS,PITPNB,107.0
FOS,MCTP1,107.0
FOS,AFG3L2,107.0
FOS,H2-OB,106.0
FOS,CD74,105.0
FOS,SPTLC1,104.0
FOS,RFC5,104.0
FOS,RABGGTB,104.0
FOS,IGTP,103.0
FOS,GOLPH3,103.0
FOS,GARS,103.0
FOS,ARRDC3,102.0
FOS,AHCYL1,102.0
FOS,CNN3,101.0
FOS,SSH3,189.0
FOS,IL12A,901.0
GATA2,IRF9,2945.0
GATA2,INKA1,2298.0
GATA2,ITSN1,2493.0
GATA2,SMAD5,1810.0
GATA2,TNPO1,2270.0
GATA2,ANKS3,2436.0
GATA2,PADI4,1354.0
GATA2,MFSD1,1824.0
GATA2,ZFP655,2633.0
GATA2,TMEM164,1921.0
GATA2,ERAP1,1442.0
GATA2,PSAT1,1285.0
GATA2,TOR3A,2082.0
GATA2,STXBP4,2077.0
GATA2,P2RY14,2123.0
GATA2,PACSIN2,1408.0
GATA2,BTG2,1368.0
GATA2,HEXA,1313.0
GATA2,SLC2A3,1366.0
GATA2,TESPA1,670.0
GATA2,POR,1609.0
GATA2,NEK7,1637.0
GATA2,NT5C3,1673.0
GATA2,WDR13,2074.0
GATA2,RAB37,2143.0
GATA2,YOD1,1822.0
GATA2,ZDHHC6,1549.0
GATA2,KLHL24,1380.0
GATA2,SGMS1,2134.0
GATA2,APPL2,1742.0
GATA2,HIST1H1C,1494.0
GATA2,DNAJC11,1508.0
GATA2,PPOX,1918.0
GATA2,FBH1,1277.0
GATA2,TMOD3,1166.0
GATA2,NDEL1,1252.0
GATA2,TMEM168,1127.0
GATA2,RNF6,1034.0
GATA2,CCNG2,1283.0
GATA2,MYSM1,1554.0
GATA2,PITPNB,1460.0
GATA2,DNAJC10,1583.0
GATA2,GMFB,1043.0
GATA2,ISYNA1,1237.0
GATA2,POGLUT1,977.0
GATA2,NEURL3,1061.0
GATA2,LONP2,1276.0
GATA2,ALDH9A1,1432.0
GATA2,SLC18A2,948.0
GATA2,CROT,1293.0
GATA2,CISH,772.0
GATA2,NUDCD3,1075.0
GATA2,GALK2,1364.0
GATA2,CMTM6,1167.0
GATA2,EYA1,1301.0
GATA2,PCMTD1,1135.0
GATA2,ST8SIA4,1194.0
GATA2,TFR2,1772.0
GATA2,CEP68,817.0
GATA2,CLCN4,504.0
GATA2,STK25,1218.0
GATA2,GALNT11,2118.0
GATA2,ARHGEF6,1007.0
GATA2,KAT7,1336.0
GATA2,CYP4V3,1339.0
GATA2,RASSF2,1167.0
GATA2,STAP1,505.0
GATA2,IRAK3,1460.0
GATA2,ALG2,1438.0
GATA2,BTK,1273.0
GATA2,PLA2G4A,920.0
GATA2,DNM1L,1063.0
GATA2,SPNS2,1527.0
GATA2,DNPEP,889.0
GATA2,JUN,1103.0
GATA2,PPCDC,1155.0
GATA2,SLA2,1325.0
GATA2,MAPKAPK3,840.0
GATA2,AHCYL1,1150.0
GATA2,RAB18,956.0
GATA2,SLC12A6,1177.0
GATA2,ZZZ3,911.0
GATA2,AW549877,800.0
GATA2,RANGAP1,1947.0
GATA2,MFGE8,1590.0
GATA2,ELMO2,773.0
GATA2,DCAF13,1038.0
GATA2,SPNS3,1216.0
GATA2,CEP70,1685.0
GATA2,RASA3,1043.0
GATA2,PPIL4,1055.0
GATA2,ASAH1,727.0
GATA2,HERPUD1,933.0
GATA2,IPO4,899.0
GATA2,DCAF11,1412.0
GATA2,UBE2L6,835.0
GATA2,MLLT3,702.0
GATA2,IDH1,813.0
GATA2,TCTA,1371.0
GATA2,USP10,952.0
GATA2,PAFAH2,786.0
GATA2,REPIN1,884.0
GATA2,SLC35A4,711.0
GATA2,MSANTD4,760.0
GATA2,XAB2,754.0
GATA2,ANXA6,823.0
GATA2,PSMF1,851.0
GATA2,HIPK1,940.0
GATA2,PIGQ,1233.0
GATA2,SACM1L,1033.0
GATA2,TMX3,856.0
GATA2,TARS,925.0
GATA2,PLIN3,1083.0
GATA2,IMPACT,765.0
GATA2,RHOT1,1142.0
GATA2,PPP6C,1002.0
GATA2,TSPYL3,1039.0
GATA2,RDH11,539.0
GATA2,PQLC3,807.0
GATA2,COPB1,889.0
GATA2,TBC1D15,828.0
GATA2,PPP1R15A,734.0
GATA2,H1F0,907.0
GATA2,MPND,1038.0
GATA2,GAA,893.0
GATA2,ZFP62,641.0
GATA2,CYP51,800.0
GATA2,TOX4,754.0
GATA2,ZFP1,1121.0
GATA2,MAP2K5,579.0
GATA2,PAQR7,524.0
GATA2,H2-M3,937.0
GATA2,SC5D,686.0
GATA2,VPS11,1106.0
GATA2,IER5,690.0
GATA2,TSPAN14,764.0
GATA2,HACD4,763.0
GATA2,WWP2,595.0
GATA2,SIKE1,869.0
GATA2,ARL6IP6,853.0
GATA2,VPS33B,775.0
GATA2,DPH6,1178.0
GATA2,RHOF,807.0
GATA2,CUL2,608.0
GATA2,POLE3,733.0
GATA2,GTF2H1,599.0
GATA2,ADSSL1,388.0
GATA2,ABCF3,652.0
GATA2,CALCRL,659.0
GATA2,RELT,636.0
GATA2,CHMP7,789.0
GATA2,IPO9,470.0
GATA2,EZR,837.0
GATA2,FAM120B,728.0
GATA2,RBL2,825.0
GATA2,COA5,660.0
GATA2,SIAE,542.0
GATA2,CERS4,738.0
GATA2,RNF139,699.0
GATA2,FGD2,807.0
GATA2,CHORDC1,663.0
GATA2,PAFAH1B2,477.0
GATA2,FAM168B,628.0
GATA2,WDR75,585.0
GATA2,TPP1,1203.0
GATA2,TCP11L2,943.0
GATA2,ZFP141,611.0
GATA2,HACD3,599.0
GATA2,FIG4,802.0
GATA2,PDCL,877.0
GATA2,PRMT7,551.0
GATA2,PIK3C3,1193.0
GATA2,XPC,843.0
GATA2,SLC27A1,1154.0
GATA2,AFF4,523.0
GATA2,TES,731.0
GATA2,DUS1L,701.0
GATA2,LAX1,547.0
GATA2,FUCA2,669.0
GATA2,TNFRSF21,592.0
GATA2,ELOVL1,530.0
GATA2,WDR5,599.0
GATA2,LAPTM4B,522.0
GATA2,MTREX,781.0
GATA2,SERINC1,567.0
GATA2,NDOR1,499.0
GATA2,ZFP869,504.0
GATA2,GEM,710.0
GATA2,MORC3,628.0
GATA2,FARSB,981.0
GATA2,TMEM30A,468.0
GATA2,LGALS8,457.0
GATA2,GNS,506.0
GATA2,ABI1,1110.0
GATA2,MTFR1,579.0
GATA2,HEATR5A,387.0
GATA2,ARHGAP25,536.0
GATA2,IRF1,481.0
GATA2,IL15RA,959.0
GATA2,ATG4B,451.0
GATA2,EYA2,814.0
GATA2,MCFD2,457.0
GATA2,COG6,550.0
GATA2,APEH,1263.0
GATA2,GBP3,567.0
GATA2,LPCAT3,631.0
GATA2,STAT6,487.0
GATA2,ABHD4,683.0
GATA2,TMX1,439.0
GATA2,VPS26C,494.0
GATA2,MCTP1,625.0
GATA2,ORAI3,1030.0
GATA2,CASP2,939.0
GATA2,GUF1,450.0
GATA2,CLPX,644.0
GATA2,COPS8,471.0
GATA2,SLC6A6,484.0
GATA2,PPME1,429.0
GATA2,MYO1G,605.0
GATA2,SLC25A46,465.0
GATA2,LRRC8C,618.0
GATA2,CTDSP2,448.0
GATA2,STAT2,493.0
GATA2,EXT2,489.0
GATA2,GYPC,791.0
GATA2,CHMP3,413.0
GATA2,RCN1,269.0
GATA2,KLHL6,434.0
GATA2,CRK,437.0
GATA2,B230219D22RIK,462.0
GATA2,UNC93B1,572.0
GATA2,ANKFY1,341.0
GATA2,MED16,576.0
GATA2,ATP13A2,568.0
GATA2,NELFB,372.0
GATA2,AMPD2,562.0
GATA2,TRAPPC9,485.0
GATA2,ZFP871,456.0
GATA2,ERLIN2,344.0
GATA2,BIRC2,430.0
GATA2,DUSP1,377.0
GATA2,ABHD17B,465.0
GATA2,1110059E24RIK,465.0
GATA2,EDC3,538.0
GATA2,GUSB,404.0
GATA2,RPA1,392.0
GATA2,PTDSS1,460.0
GATA2,EXOC2,422.0
GATA2,ABL1,322.0
GATA2,KIZ,235.0
GATA2,IL27RA,523.0
GATA2,TSC22D3,413.0
GATA2,ZFP715,346.0
GATA2,ILVBL,388.0
GATA2,LCK,1024.0
GATA2,WDR73,363.0
GATA2,GRN,1007.0
GATA2,TBC1D5,378.0
GATA2,ABCB8,483.0
GATA2,SMU1,398.0
GATA2,ASB8,454.0
GATA2,NKG7,493.0
GATA2,PLEKHO2,370.0
GATA2,PXK,419.0
GATA2,GMCL1,437.0
GATA2,TVP23B,305.0
GATA2,USP37,414.0
GATA2,RASAL3,487.0
GATA2,ATP9B,355.0
GATA2,ARL8B,654.0
GATA2,WDR6,553.0
GATA2,PACS1,480.0
GATA2,CNN3,727.0
GATA2,TIMM29,558.0
GATA2,SFXN3,571.0
GATA2,ARID5A,336.0
GATA2,NRBP1,406.0
GATA2,TRIM35,331.0
GATA2,KIF23,304.0
GATA2,IER3,361.0
GATA2,THUMPD3,338.0
GATA2,WDR4,363.0
GATA2,TCN2,332.0
GATA2,ACSL3,299.0
GATA2,ARHGAP18,380.0
GATA2,STARD4,315.0
GATA2,MAN2B2,377.0
GATA2,CTSF,662.0
GATA2,INPP5K,559.0
GATA2,USP18,273.0
GATA2,ARHGAP1,395.0
GATA2,F2RL3,392.0
GATA2,BAG2,323.0
GATA2,CLPTM1L,314.0
GATA2,RAB32,371.0
GATA2,NOP2,348.0
GATA2,AKAP8L,514.0
GATA2,WARS,308.0
GATA2,CBFB,443.0
GATA2,SPECC1L,300.0
GATA2,POLR1B,456.0
GATA2,MYADM,365.0
GATA2,RNF145,363.0
GATA2,RMND5A,396.0
GATA2,S100A6,326.0
GATA2,GOLPH3L,870.0
GATA2,EXD2,369.0
GATA2,SLC7A4,435.0
GATA2,EXOC3,302.0
GATA2,TMUB2,575.0
GATA2,OSBPL1A,293.0
GATA2,CRNKL1,336.0
GATA2,AFG3L2,377.0
GATA2,NCEH1,439.0
GATA2,PPT1,322.0
GATA2,METAP1D,335.0
GATA2,DMTF1,415.0
GATA2,GDI1,299.0
GATA2,PPAT,311.0
GATA2,CRBN,298.0
GATA2,WDR45B,280.0
GATA2,TMEM175,309.0
GATA2,FOXRED1,486.0
GATA2,TYROBP,407.0
GATA2,PRKACB,408.0
GATA2,QARS,354.0
GATA2,NADK,292.0
GATA2,USP8,361.0
GATA2,PDK2,806.0
GATA2,IL21R,404.0
GATA2,YTHDF3,295.0
GATA2,CHD9,471.0
GATA2,SNRNP200,354.0
GATA2,METTL27,270.0
GATA2,BID,314.0
GATA2,GYG,399.0
GATA2,ARMC8,370.0
GATA2,VIPAS39,265.0
GATA2,MSH6,254.0
GATA2,COPG1,230.0
GATA2,PLD3,284.0
GATA2,MCM4,463.0
GATA2,ERLIN1,298.0
GATA2,SLC35A1,267.0
GATA2,GNA13,276.0
GATA2,ACOX1,205.0
GATA2,CDK19,355.0
GATA2,SPTLC2,359.0
GATA2,OCIAD2,389.0
GATA2,SWAP70,284.0
GATA2,TREML2,415.0
GATA2,POT1A,436.0
GATA2,ATP6AP1,331.0
GATA2,MOB3C,329.0
GATA2,CNOT10,466.0
GATA2,ABRAXAS2,290.0
GATA2,SNAP23,283.0
GATA2,SLC30A5,263.0
GATA2,COQ8A,492.0
GATA2,LEPROT,749.0
GATA2,TRIM44,210.0
GATA2,ATP2B4,747.0
GATA2,RNF14,342.0
GATA2,PSMD5,268.0
GATA2,DEF8,289.0
GATA2,ZFP386,387.0
GATA2,ADO,402.0
GATA2,NSDHL,302.0
GATA2,COPB2,321.0
GATA2,PLIN2,277.0
GATA2,EFCC1,362.0
GATA2,WDR41,244.0
GATA2,MEF2A,274.0
GATA2,PECAM1,254.0
GATA2,KIDINS220,276.0
GATA2,RABIF,300.0
GATA2,TNFRSF26,299.0
GATA2,POLR2B,261.0
GATA2,IRGM2,401.0
GATA2,FTSJ3,238.0
GATA2,OXR1,468.0
GATA2,1600014C10RIK,290.0
GATA2,FLCN,424.0
GATA2,ARAP1,258.0
GATA2,RABGGTB,319.0
GATA2,LAP3,231.0
GATA2,PMPCA,212.0
GATA2,CD9,672.0
GATA2,RBM18,248.0
GATA2,NEK9,282.0
GATA2,PAPSS1,433.0
GATA2,IL15,656.0
GATA2,STAT1,240.0
GATA2,ANAPC2,225.0
GATA2,SEH1L,276.0
GATA2,MYCT1,648.0
GATA2,IL12A,324.0
GATA2,CHP1,263.0
GATA2,MAN1A,341.0
GATA2,REXO4,246.0
GATA2,DLST,224.0
GATA2,OAT,233.0
GATA2,4833439L19RIK,244.0
GATA2,DHRS1,300.0
GATA2,LDAH,319.0
GATA2,ISG20,358.0
GATA2,XAF1,317.0
GATA2,ICAM1,265.0
GATA2,DUSP6,282.0
GATA2,STX12,238.0
GATA2,PLEKHB2,311.0
GATA2,NAMPT,290.0
GATA2,CLN5,214.0
GATA2,AAR2,301.0
GATA2,NDE1,217.0
GATA2,ZBTB38,210.0
GATA2,TRMT2A,225.0
GATA2,KCTD12,350.0
GATA2,ANXA5,224.0
GATA2,ABCG3,304.0
GATA2,TOPORS,202.0
GATA2,SLC2A1,214.0
GATA2,SGTA,606.0
GATA2,PQLC1,248.0
GATA2,ZFP512,359.0
GATA2,IER2,601.0
GATA2,D10WSU102E,201.0
GATA2,INTS6L,360.0
GATA2,EMILIN1,223.0
GATA2,ALDH6A1,243.0
GATA2,PARP9,299.0
GATA2,GNAI3,199.0
GATA2,TAF12,203.0
GATA2,ZUP1,231.0
GATA2,ARMCX1,252.0
GATA2,POLD1,202.0
GATA2,HSDL1,231.0
GATA2,XRCC5,265.0
GATA2,DDHD2,265.0
GATA2,USP4,227.0
