Gene1,Gene2,Score
GATA2,FTSJ3,238.0
GATA2,NEU1,321.0
GATA2,OXR1,468.0
GATA2,STT3B,283.0
GATA2,1600014C10RIK,290.0
GATA2,INTS13,250.0
GATA2,FLCN,424.0
GATA2,ARAP1,258.0
GATA2,GSR,173.0
GATA2,RABGGTB,319.0
GATA2,LAP3,231.0
GATA2,PMPCA,212.0
GATA2,CD9,672.0
GATA2,RBM18,248.0
GATA2,CHUK,271.0
GATA2,NEK9,282.0
GATA2,PAPSS1,433.0
GATA2,NARFL,567.0
GATA2,IL15,656.0
GATA2,ANAPC2,225.0
GATA2,MYCT1,648.0
GATA2,IL12A,324.0
GATA2,CHP1,263.0
GATA2,MAN1A,341.0
GATA2,REXO4,246.0
GATA2,4833439L19RIK,244.0
GATA2,DHRS1,300.0
GATA2,LDAH,319.0
GATA2,XAF1,317.0
GATA2,LZTR1,228.0
GATA2,ICAM1,265.0
GATA2,DUSP6,282.0
GATA2,ALAS1,247.0
GATA2,TMEM106B,240.0
GATA2,STX12,238.0
GATA2,PLEKHB2,311.0
GATA2,NAMPT,290.0
GATA2,CPA3,466.0
GATA2,CLN5,214.0
GATA2,AAR2,301.0
GATA2,NDE1,217.0
GATA2,D230025D16RIK,219.0
GATA2,ZBTB38,210.0
GATA2,TRMT2A,225.0
GATA2,KCTD12,350.0
GATA2,ANXA5,224.0
GATA2,TCF12,274.0
GATA2,ACAA2,159.0
GATA2,TOPORS,202.0
GATA2,SLC2A1,214.0
GATA2,SGTA,606.0
GATA2,PQLC1,248.0
GATA2,ZFP512,359.0
GATA2,TM7SF3,238.0
GATA2,D10WSU102E,201.0
GATA2,INTS6L,360.0
GATA2,EMILIN1,223.0
GATA2,ALDH6A1,243.0
GATA2,PARP9,299.0
GATA2,GNAI3,199.0
GATA2,TAF12,203.0
GATA2,ZFP367,293.0
GATA2,POLD1,202.0
GATA2,HSDL1,231.0
GATA2,DDHD2,265.0
GATA2,USP4,227.0
GATA2,ZFP110,200.0
GATA2,TBL3,194.0
GATA2,SOCS5,286.0
GATA2,VPS4B,391.0
GATA2,CCDC50,183.0
GATA2,APLP2,380.0
GATA2,TMEM206,283.0
GATA2,SLC35B3,219.0
GATA2,HLF,435.0
GATA2,RNASEL,363.0
GATA2,ATP6V1A,289.0
GATA2,UBE2G2,278.0
GATA2,UAP1L1,329.0
GATA2,PCMTD2,190.0
GATA2,RCN2,232.0
GATA2,CPT1A,275.0
GATA2,RNF13,187.0
GATA2,HARS2,185.0
GATA2,BTBD9,221.0
GATA2,CD48,269.0
GATA2,ATP13A1,280.0
GATA2,FCHSD2,266.0
GATA2,FAM91A1,234.0
GATA2,ZFP157,182.0
GATA2,PLAA,213.0
GATA2,SPTLC1,179.0
GATA2,UNK,211.0
GATA2,CUL3,189.0
GATA2,ADGRG3,263.0
GATA2,SCFD1,190.0
GATA2,SLC39A6,196.0
GATA2,ELP2,196.0
GATA2,SGPL1,204.0
GATA2,IARS,246.0
GATA2,FAM160B1,193.0
GATA2,ZFP945,517.0
GATA2,DHRS3,214.0
GATA2,COLGALT1,176.0
GATA2,RCBTB2,257.0
GATA2,ZFP24,174.0
GATA2,HAUS2,200.0
GATA2,CTSC,257.0
GATA2,MFAP3,254.0
GATA2,VAMP3,178.0
GATA2,JUNB,344.0
GATA2,CNRIP1,181.0
GATA2,ATG12,243.0
GATA2,AP3S1,243.0
GATA2,SLC35B4,267.0
GATA2,IGTP,380.0
GATA2,CALU,172.0
GATA2,LRMP,251.0
GATA2,TMC6,250.0
GATA2,ARF3,165.0
GATA2,STRIP1,248.0
GATA2,SH2D5,245.0
GATA2,GBP7,167.0
GATA2,DUSP2,244.0
GATA2,HERC4,216.0
GATA2,USP3,194.0
GATA2,ZNRF2,168.0
GATA2,PXYLP1,263.0
GATA2,ANAPC4,233.0
GATA2,ZFP263,175.0
GATA2,VPS35,167.0
GATA2,ORC6,167.0
GATA2,TPST2,259.0
GATA2,PPM1H,238.0
GATA2,HMGCS1,190.0
GATA2,UBR7,161.0
GATA2,MFSD14B,167.0
GATA2,DRAM2,249.0
GATA2,CEPT1,249.0
GATA2,AKNA,175.0
GATA2,MAU2,167.0
GATA2,MCM2,166.0
GATA2,INPP5B,182.0
GATA2,TK2,233.0
GATA2,NUP107,276.0
GATA2,SLC44A2,232.0
GATA2,JPT2,180.0
GATA2,GBA2,185.0
GATA2,PCP4L1,166.0
GATA2,CTC1,156.0
GATA2,MAP2K1,181.0
GATA2,SERPINB9,165.0
GATA2,SESN1,210.0
GATA2,RHOH,224.0
GATA2,FGL2,197.0
GATA2,BACE1,255.0
GATA2,PSEN1,161.0
GATA2,ARRDC3,444.0
GATA2,FEM1C,211.0
GATA2,FLNB,215.0
GATA2,SMAD3,180.0
GATA2,STK17B,190.0
GATA2,DYNC1LI2,204.0
GATA2,NUDT19,218.0
GATA2,CYTIP,218.0
GATA2,CDIP1,163.0
GATA2,FDFT1,184.0
GATA2,TMEM71,214.0
GATA2,ARRDC1,215.0
GATA2,ZKSCAN3,213.0
GATA2,METAP1,144.0
GATA2,RFC5,174.0
GATA2,RAB31,161.0
GATA2,UCKL1,421.0
GATA2,TMEM129,178.0
GATA2,TACC3,178.0
GATA2,HDC,210.0
GATA2,FBXO21,155.0
GATA2,CHKA,234.0
GATA2,VILL,416.0
GATA2,IFNAR1,209.0
GATA2,DCTD,155.0
GATA2,RMND5B,207.0
GATA2,MOV10,306.0
GATA2,CYBC1,160.0
GATA2,PRKAB1,207.0
GATA2,CTSZ,138.0
GATA2,NCLN,138.0
GATA2,FNTA,145.0
GATA2,CYTH4,205.0
GATA2,GSKIP,143.0
GATA2,ARHGAP27,202.0
GATA2,PHAX,139.0
GATA2,ENTPD5,201.0
GATA2,MBTPS1,213.0
GATA2,SNX4,165.0
GATA2,ZFP397,156.0
GATA2,CDS2,137.0
GATA2,CCL4,195.0
GATA2,P2RX4,194.0
GATA2,ADAMTS10,195.0
GATA2,MCM5,387.0
GATA2,ARHGEF39,193.0
GATA2,LYN,193.0
GATA2,DNAJC5,156.0
GATA2,ADCK1,190.0
GATA2,SNAPC3,156.0
GATA2,CAST,135.0
GATA2,SLC39A11,189.0
GATA2,PJA2,378.0
GATA2,CSGALNACT2,133.0
GATA2,G6PDX,127.0
GATA2,NUDT16,188.0
GATA2,E2F6,188.0
GATA2,BAP1,157.0
GATA2,TYMS,190.0
GATA2,TMEM109,135.0
GATA2,ITFG1,183.0
GATA2,TUBGCP3,136.0
GATA2,AIG1,183.0
GATA2,PRSS57,362.0
GATA2,ACOT9,122.0
GATA2,MGAT5,180.0
GATA2,KLHL7,128.0
GATA2,ZFP451,176.0
GATA2,HMG20A,125.0
GATA2,CAPN7,120.0
GATA2,ANKRD46,125.0
GATA2,FGFR1OP,127.0
GATA2,GMNN,174.0
GATA2,NFAM1,170.0
GATA2,MCM3,116.0
GATA2,MGRN1,169.0
GATA2,FAR1,134.0
GATA2,PREP,131.0
GATA2,RGCC,173.0
GATA2,NSMAF,169.0
GATA2,LCP2,219.0
GATA2,FAM136A,335.0
GATA2,LRRCC1,167.0
GATA2,BC005561,167.0
GATA2,PYGL,154.0
GATA2,CDC42SE2,120.0
GATA2,ARHGEF3,166.0
GATA2,GOLT1B,165.0
GATA2,VPS41,324.0
GATA2,CDC7,161.0
GATA2,PRPF4,313.0
GATA2,CCNB2,157.0
GATA2,PRODH,114.0
GATA2,CNOT7,154.0
GATA2,MYO1F,149.0
GATA2,STX7,149.0
GATA2,HPCAL1,148.0
GATA2,PANX1,146.0
GATA2,CSTF2,101.0
GATA2,EDEM2,176.0
GATA2,PSD4,142.0
GATA2,UTP4,142.0
GATA2,RIT1,101.0
GATA2,CYP2J9,283.0
GATA2,PNPLA8,277.0
GATA2,NDRG1,276.0
GATA2,LIG1,139.0
GATA2,HSD3B7,276.0
GATA2,SQLE,136.0
GATA2,TGTP2,270.0
GATA2,GSDME,135.0
GATA2,MTMR14,267.0
GATA2,PRIM1,133.0
GATA2,IFIH1,133.0
GATA2,ITGA6,132.0
GATA2,ZFP35,263.0
GATA2,LDHB,262.0
GATA2,CD52,262.0
GATA2,MAN2A2,258.0
GATA2,DHFR,130.0
GATA2,ABHD16A,256.0
GATA2,FZR1,255.0
GATA2,FBXL5,128.0
GATA2,PRPS2,127.0
GATA2,ZMYM2,138.0
GATA2,PGGHG,249.0
GATA2,SDF2L1,124.0
GATA2,MAPK9,123.0
GATA2,SMPDL3A,122.0
GATA2,SERPINA3G,141.0
GATA2,ANXA2,241.0
GATA2,RGS2,239.0
GATA2,CD82,239.0
GATA2,PSTPIP1,117.0
GATA2,SNAP47,232.0
GATA2,PARP12,116.0
GATA2,LY6A,232.0
GATA2,ZFP36,231.0
GATA2,ATAD1,116.0
GATA2,ABTB1,231.0
GATA2,ARHGAP4,116.0
GATA2,PCYT2,115.0
GATA2,PRIM2,114.0
GATA2,CYFIP1,112.0
GATA2,CPQ,112.0
GATA2,BHLHB9,112.0
GATA2,TAPBPL,223.0
GATA2,SMPD2,223.0
GATA2,CYB5R1,115.0
GATA2,RNF125,112.0
GATA2,IRGM1,222.0
GATA2,NCOA7,111.0
GATA2,TBC1D9B,218.0
GATA2,SETD2,109.0
GATA2,OSBPL2,218.0
GATA2,IIGP1,218.0
GATA2,DENND2D,109.0
GATA2,NFKBIA,215.0
GATA2,INPP1,109.0
GATA2,AK3,107.0
GATA2,SERPINB1A,211.0
GATA2,PTTG1IP,211.0
GATA2,ARHGEF18,211.0
GATA2,PLCB2,104.0
GATA2,GMPR,104.0
GATA2,TMEM263,103.0
GATA2,CASP12,205.0
GATA2,VAV3,204.0
GATA2,METTL7A1,204.0
GATA2,SERPINF1,202.0
GATA2,MAP4K2,201.0
GATA2,ANKRD27,198.0
GATA2,KLF10,194.0
GATA2,AP1G2,189.0
GATA2,IL4RA,187.0
GATA2,GLB1,183.0
GATA2,ZFP68,180.0
GATA2,FCHO2,179.0
GATA2,WDR55,177.0
GATA2,PRPS1,176.0
GATA2,USP11,173.0
GATA2,KPNA3,172.0
GATA2,WLS,171.0
GATA2,MMRN1,171.0
GATA2,CDK17,171.0
GATA2,PML,170.0
GATA2,CTSL,169.0
GATA2,ANXA1,169.0
GATA2,FOS,161.0
GATA2,UBA3,158.0
GATA2,MOGS,158.0
GATA2,PLBD2,154.0
GATA2,UBAP1,153.0
GATA2,CSAD,153.0
GATA2,SELENBP1,151.0
GATA2,VWA5A,150.0
GATA2,TRIM30A,150.0
GATA2,PRKCH,150.0
GATA2,FADS1,150.0
GATA2,CRYZL2,150.0
GATA2,ABCG2,150.0
GATA2,TMEM50B,149.0
GATA2,CCNG1,148.0
GATA2,SNX30,147.0
GATA2,SLC25A45,141.0
GATA2,SH2D3C,141.0
GATA2,CNP,140.0
GATA2,SEC22A,139.0
GATA2,IRF7,139.0
GATA2,GMIP,139.0
GATA2,MINDY1,138.0
GATA2,SAT1,133.0
GATA2,GOSR2,132.0
GATA2,TRAFD1,131.0
GATA2,CTSH,130.0
GATA2,CTLA2B,129.0
GATA2,GANAB,128.0
GATA2,EMCN,127.0
GATA2,TCIRG1,125.0
GATA2,TOLLIP,124.0
GATA2,RNF2,124.0
GATA2,FBXL3,124.0
GATA2,RANBP3,123.0
GATA2,OASL2,123.0
GATA2,PHACTR2,121.0
GATA2,APOE,121.0
GATA2,CYLD,120.0
GATA2,GBP2,119.0
GATA2,HELLS,118.0
GATA2,ETFBKMT,116.0
GATA2,ZFP467,114.0
GATA2,TMEM43,114.0
GATA2,PFKP,113.0
GATA2,INO80D,113.0
GATA2,WBP1L,110.0
GATA2,NGLY1,110.0
GATA2,RASA4,108.0
GATA2,ZFP930,106.0
GATA2,FBXW5,106.0
GATA2,ELOVL6,106.0
GATA2,SAMD9L,104.0
GATA2,DCAF4,102.0
GFI1,ITSN1,1957.0
GFI1,ZFP386,1779.0
GFI1,SGPL1,2040.0
GFI1,VAMP3,1872.0
GFI1,CYP51,1664.0
GFI1,TMEM175,1952.0
GFI1,PLAA,943.0
GFI1,MAP2K1,1311.0
GFI1,APPL2,1158.0
GFI1,ABRAXAS2,1503.0
GFI1,PPIL4,1614.0
GFI1,NUDCD3,1704.0
GFI1,EXOC2,1424.0
GFI1,COPB1,1239.0
GFI1,RBM18,1185.0
GFI1,OTUD6B,1074.0
GFI1,CLCN4,1150.0
GFI1,GMFB,866.0
GFI1,ARID5A,1400.0
GFI1,ZNRF2,1701.0
GFI1,SERINC1,1229.0
GFI1,NEK9,1350.0
GFI1,IDH1,1824.0
GFI1,TRMT2A,822.0
GFI1,ZFP869,871.0
GFI1,FAM120B,1280.0
GFI1,BTBD9,1141.0
GFI1,PCLAF,1466.0
GFI1,GOSR2,910.0
GFI1,EXOC3,1476.0
GFI1,SGTA,876.0
GFI1,LIG1,921.0
GFI1,CCNG2,569.0
GFI1,WDR75,1232.0
GFI1,WDR4,1169.0
GFI1,USP8,946.0
GFI1,1110059E24RIK,653.0
GFI1,TMEM97,751.0
GFI1,BIRC2,845.0
GFI1,HIST1H2BC,901.0
GFI1,CLPTM1L,1219.0
GFI1,RNF6,1234.0
GFI1,AW549877,501.0
GFI1,NDEL1,681.0
GFI1,PITPNB,758.0
GFI1,RNF14,791.0
GFI1,HAUS2,583.0
GFI1,NFAT5,847.0
GFI1,CDIP1,829.0
GFI1,KIF23,986.0
GFI1,ARL8B,1080.0
GFI1,CMTM6,802.0
GFI1,MTMR6,857.0
GFI1,AACS,1234.0
GFI1,TMEM106B,744.0
GFI1,ATP9B,695.0
GFI1,DNAJC10,872.0
GFI1,MYSM1,578.0
GFI1,ZMYM2,993.0
GFI1,WDR45B,797.0
GFI1,ITFG1,780.0
GFI1,CDC42SE2,567.0
GFI1,TMEM30A,944.0
GFI1,IMPACT,698.0
GFI1,TIPIN,757.0
GFI1,NCEH1,1210.0
GFI1,PPAT,731.0
GFI1,NEK7,484.0
GFI1,DCAF13,655.0
GFI1,MSH6,760.0
GFI1,SLC35A1,872.0
GFI1,TCP11L2,808.0
GFI1,RANGAP1,650.0
GFI1,EXD2,561.0
GFI1,PRKACB,858.0
GFI1,FZR1,642.0
GFI1,MTAP,954.0
GFI1,ZFP62,828.0
GFI1,ABCF3,926.0
GFI1,SESN1,564.0
GFI1,PQLC3,822.0
GFI1,RABIF,661.0
GFI1,RAB18,641.0
GFI1,DPH6,775.0
GFI1,ADCK1,603.0
GFI1,CHP1,839.0
GFI1,LDAH,609.0
GFI1,HMG20A,1003.0
GFI1,ANAPC2,955.0
GFI1,IPO9,594.0
GFI1,GMCL1,788.0
GFI1,COA5,594.0
GFI1,ASAH1,753.0
GFI1,ANAPC4,765.0
GFI1,DHFR,766.0
GFI1,NDFIP2,713.0
GFI1,MFSD1,682.0
GFI1,RGCC,1071.0
GFI1,RABGGTB,811.0
GFI1,MORC3,688.0
GFI1,GUF1,973.0
GFI1,RCN2,660.0
GFI1,TBL3,684.0
GFI1,EDEM2,722.0
GFI1,ANKRD46,951.0
GFI1,P2RX4,690.0
GFI1,TMX4,611.0
GFI1,INPP5K,620.0
GFI1,METAP1D,824.0
GFI1,USP3,596.0
GFI1,LONP1,882.0
GFI1,ATG4B,597.0
GFI1,CDC7,626.0
GFI1,UNK,549.0
GFI1,PRMT7,644.0
GFI1,SLC39A6,723.0
GFI1,ELP2,723.0
GFI1,XPC,741.0
GFI1,SIKE1,646.0
GFI1,WDR41,909.0
GFI1,STK25,689.0
GFI1,HERC4,676.0
GFI1,ASB8,774.0
GFI1,PTTG1IP,602.0
GFI1,CAST,898.0
GFI1,RPA1,549.0
GFI1,SEC22A,671.0
GFI1,LANCL2,730.0
GFI1,RFC4,729.0
GFI1,STX12,708.0
GFI1,CHD9,838.0
GFI1,TNFRSF21,761.0
GFI1,ARMC8,788.0
GFI1,D230025D16RIK,823.0
GFI1,TMEM43,378.0
GFI1,SLC35B3,732.0
GFI1,SLC30A5,614.0
GFI1,NGLY1,628.0
GFI1,CHMP3,754.0
GFI1,CAPN7,566.0
GFI1,TCTA,708.0
GFI1,FAR1,580.0
GFI1,TMX1,680.0
GFI1,DEF8,676.0
GFI1,GNAI3,641.0
GFI1,PTDSS1,578.0
GFI1,NELFB,969.0
GFI1,DNPEP,565.0
GFI1,PAK1,803.0
GFI1,MPND,645.0
GFI1,FEM1C,898.0
GFI1,POR,553.0
GFI1,SWAP70,579.0
GFI1,NOP2,820.0
GFI1,SNAPC3,594.0
GFI1,SACM1L,566.0
GFI1,FAM76B,761.0
GFI1,ZFP1,638.0
GFI1,YTHDF3,550.0
GFI1,NUDT19,723.0
GFI1,KAT7,592.0
GFI1,KDM3A,435.0
GFI1,SLC25A46,447.0
GFI1,SNX4,589.0
GFI1,POT1A,568.0
GFI1,COPG1,511.0
GFI1,RNF219,623.0
GFI1,MFAP3,712.0
GFI1,IRF1,827.0
GFI1,STK17B,564.0
GFI1,STX7,911.0
GFI1,CHMP7,440.0
GFI1,MIS12,537.0
GFI1,LGALS8,563.0
GFI1,ZDHHC6,543.0
GFI1,WARS,688.0
GFI1,TARS,417.0
GFI1,NRBP1,638.0
GFI1,UBE2G2,917.0
GFI1,MAP2K5,650.0
GFI1,REXO4,404.0
GFI1,CYLD,686.0
GFI1,PNO1,507.0
GFI1,SLC6A6,582.0
GFI1,STX5A,513.0
GFI1,RBL2,814.0
GFI1,RGS2,612.0
GFI1,MICU1,594.0
GFI1,DHRS3,805.0
GFI1,SPTLC1,658.0
GFI1,PREP,842.0
GFI1,DYNC1LI2,470.0
GFI1,CD82,552.0
GFI1,COG7,536.0
GFI1,BAP1,624.0
GFI1,NDOR1,605.0
GFI1,MCM4,532.0
GFI1,PIGQ,742.0
GFI1,JPT2,531.0
GFI1,IARS,716.0
GFI1,ZFP110,815.0
GFI1,TOLLIP,448.0
GFI1,TAF12,503.0
GFI1,ZFP397,621.0
GFI1,GALK2,540.0
GFI1,PSEN1,587.0
GFI1,CEP68,461.0
GFI1,ATF7,534.0
GFI1,TMEM129,710.0
GFI1,TACC3,710.0
GFI1,TMEM206,419.0
GFI1,CYB5R1,517.0
GFI1,ST8SIA4,779.0
GFI1,VPS26C,580.0
GFI1,KLHL24,473.0
GFI1,FCHO2,533.0
GFI1,PHAX,643.0
GFI1,USP37,437.0
GFI1,TOX4,592.0
GFI1,ENTPD5,696.0
GFI1,GLB1,459.0
GFI1,HEATR5A,751.0
GFI1,SNAP23,484.0
GFI1,AHCYL1,591.0
GFI1,CALCRL,1249.0
GFI1,USP4,568.0
GFI1,PAFAH1B2,695.0
GFI1,ANXA5,625.0
GFI1,MYO5A,553.0
GFI1,CNOT10,483.0
GFI1,INTS13,615.0
GFI1,ALAS1,540.0
GFI1,ZFP263,432.0
GFI1,FDFT1,494.0
GFI1,TUBGCP2,512.0
GFI1,PNPLA8,601.0
GFI1,SETD2,745.0
GFI1,CNOT7,551.0
GFI1,ACOX1,514.0
GFI1,LEPROT,502.0
GFI1,RRM1,426.0
GFI1,ZFP655,545.0
GFI1,DUSP1,795.0
GFI1,TRMT11,765.0
GFI1,HEXA,482.0
GFI1,DCAF11,365.0
GFI1,VAV3,739.0
GFI1,NADK,487.0
GFI1,ANKS3,443.0
GFI1,NUP107,454.0
GFI1,GYG,477.0
GFI1,MAN2B2,672.0
GFI1,FTSJ3,378.0
GFI1,GBA2,572.0
GFI1,ETFBKMT,931.0
GFI1,CYFIP1,656.0
GFI1,TUBGCP3,406.0
GFI1,CALU,400.0
GFI1,RAB32,920.0
GFI1,RNF13,573.0
GFI1,STT3B,618.0
GFI1,ENPP4,572.0
GFI1,GMNN,483.0
GFI1,ORAI3,457.0
GFI1,EDC3,369.0
GFI1,CEP70,465.0
GFI1,PPME1,570.0
GFI1,ATP13A1,597.0
GFI1,STXBP4,480.0
GFI1,WDR5,600.0
GFI1,ACSL3,474.0
GFI1,CDT1,493.0
GFI1,NCAPD2,457.0
GFI1,HELLS,418.0
GFI1,DNAJC5,456.0
GFI1,INPP1,479.0
GFI1,ZFP715,447.0
GFI1,POLE3,388.0
GFI1,FAM136A,598.0
GFI1,PPP6C,472.0
GFI1,POGLUT1,529.0
GFI1,TYMS,522.0
GFI1,IRAK3,775.0
GFI1,SLC35B4,450.0
GFI1,CTC1,689.0
GFI1,TOPORS,388.0
GFI1,TVP23B,391.0
GFI1,DRAM2,528.0
GFI1,CEPT1,528.0
GFI1,CUL2,361.0
GFI1,MTFR1,473.0
GFI1,SLC44A2,745.0
GFI1,PSTPIP1,914.0
GFI1,ALG2,510.0
GFI1,STARD4,347.0
GFI1,RNF2,526.0
GFI1,PAPSS1,529.0
GFI1,NDE1,566.0
GFI1,MAU2,416.0
GFI1,ABHD4,504.0
GFI1,NARFL,550.0
GFI1,PCMTD1,369.0
GFI1,KIDINS220,635.0
GFI1,FLOT2,542.0
GFI1,LAPTM4B,389.0
GFI1,FBXO21,518.0
GFI1,CERS5,480.0
GFI1,CTNNA1,496.0
GFI1,RMND5B,480.0
GFI1,MED16,707.0
GFI1,ZFP367,500.0
GFI1,VPS35,389.0
GFI1,POLR2B,399.0
GFI1,ORC6,389.0
GFI1,ZFP451,475.0
GFI1,PGM1,431.0
GFI1,MARS,406.0
GFI1,MAPK9,576.0
GFI1,DUS1L,636.0
GFI1,TRIM44,619.0
GFI1,SDF2L1,429.0
GFI1,MAD2L1,425.0
GFI1,SPECC1L,407.0
GFI1,SDHAF2,567.0
GFI1,CCDC137,476.0
GFI1,TBC1D15,551.0
GFI1,OXR1,701.0
GFI1,DCTD,450.0
GFI1,TRIM59,470.0
GFI1,TSPAN14,377.0
GFI1,FGFR1OP,373.0
GFI1,CHUK,530.0
GFI1,SPTLC2,443.0
GFI1,MTMR14,458.0
GFI1,UBAP1,649.0
GFI1,PPM1H,416.0
GFI1,MCFD2,470.0
GFI1,ARHGAP25,684.0
GFI1,ZFP871,483.0
GFI1,CRK,471.0
GFI1,ICA1,464.0
GFI1,DDHD2,455.0
GFI1,SNAP47,469.0
GFI1,CASP2,462.0
GFI1,OTULINL,466.0
GFI1,GOLT1B,469.0
GFI1,PDCL,450.0
GFI1,MFSD14B,552.0
GFI1,OSBPL1A,437.0
GFI1,ZFP157,410.0
GFI1,COQ8A,582.0
GFI1,RFC5,438.0
GFI1,KPNA3,367.0
GFI1,ERLIN1,563.0
GFI1,INO80D,812.0
GFI1,USP10,541.0
GFI1,PQLC1,381.0
GFI1,KCTD12,540.0
GFI1,CSGALNACT1,413.0
GFI1,ABI1,423.0
GFI1,VPS33B,378.0
GFI1,CCNG1,431.0
GFI1,RRM2,362.0
GFI1,NAMPT,451.0
GFI1,LRRCC1,446.0
GFI1,E2F6,353.0
GFI1,RMND5A,447.0
GFI1,STAT2,421.0
GFI1,D10WSU102E,386.0
GFI1,UBR7,434.0
GFI1,ZZZ3,357.0
GFI1,FCHSD2,410.0
GFI1,VPS4B,364.0
GFI1,METAP1,487.0
GFI1,ARL6IP6,307.0
GFI1,CCDC50,531.0
GFI1,ALDH9A1,382.0
GFI1,SHMT1,468.0
GFI1,VPS11,514.0
GFI1,ATAD1,422.0
GFI1,PARP8,594.0
GFI1,MSMO1,470.0
GFI1,GSR,687.0
GFI1,CRNKL1,419.0
GFI1,LONP2,394.0
GFI1,RANBP3,383.0
GFI1,SMAD2,679.0
GFI1,PRPF4,459.0
GFI1,STRIP1,452.0
GFI1,SMIM15,389.0
GFI1,GCNT2,312.0
GFI1,SC5D,554.0
GFI1,IFNAR1,379.0
GFI1,CLPX,365.0
GFI1,ANKFY1,360.0
GFI1,TMX3,494.0
GFI1,AKAP8L,456.0
GFI1,ABHD16A,492.0
GFI1,IPO4,361.0
GFI1,PJA2,413.0
GFI1,UTP4,468.0
GFI1,SCFD1,366.0
GFI1,PRKAB1,477.0
GFI1,CROT,384.0
GFI1,MCM3,474.0
GFI1,GNG12,595.0
GFI1,PCMTD2,470.0
GFI1,RNF125,500.0
GFI1,DHRS1,466.0
GFI1,MKI67,433.0
GFI1,GOLPH3,521.0
GFI1,CDCA4,454.0
GFI1,KLHL7,349.0
GFI1,PRODH,558.0
GFI1,METTL7A1,344.0
GFI1,HSDL1,467.0
GFI1,RNF145,454.0
GFI1,RCBTB2,361.0
GFI1,FBH1,372.0
GFI1,LZTR1,394.0
GFI1,CDS2,426.0
GFI1,GPCPD1,517.0
GFI1,PMPCA,715.0
GFI1,FAM160B1,486.0
GFI1,CCNB2,421.0
GFI1,LAP3,350.0
GFI1,ELP3,472.0
GFI1,ALDH6A1,379.0
GFI1,AGPS,535.0
GFI1,SLC12A6,427.0
GFI1,CDK19,312.0
GFI1,FBXO11,341.0
GFI1,CSTF2,520.0
GFI1,TMUB2,266.0
GFI1,TCF12,404.0
GFI1,PXYLP1,489.0
GFI1,POLR1B,418.0
GFI1,PCYT2,601.0
GFI1,EXT2,854.0
GFI1,RNF115,446.0
GFI1,FOXRED1,314.0
GFI1,ABL1,401.0
GFI1,FLNB,480.0
GFI1,NCOA7,412.0
GFI1,RARS,343.0
GFI1,ARF3,405.0
GFI1,NUDT16,438.0
GFI1,NDRG1,520.0
GFI1,ABCB8,321.0
GFI1,RELT,363.0
GFI1,CPQ,615.0
GFI1,PSAT1,393.0
GFI1,SGMS1,303.0
GFI1,B230219D22RIK,363.0
GFI1,MTREX,329.0
GFI1,GAA,470.0
GFI1,PPT1,407.0
GFI1,PPP1R15A,491.0
GFI1,MBTPS1,498.0
GFI1,ZFP24,437.0
GFI1,ARHGAP18,681.0
GFI1,OSBPL2,600.0
GFI1,MFGE8,406.0
GFI1,TWSG1,430.0
GFI1,PLEKHB2,379.0
GFI1,ZBTB38,611.0
GFI1,HACD3,453.0
GFI1,YOD1,369.0
GFI1,4833439L19RIK,312.0
GFI1,FIG4,327.0
GFI1,PIM2,478.0
GFI1,FNTA,448.0
GFI1,EYA1,626.0
GFI1,ZFP592,460.0
GFI1,GRINA,453.0
GFI1,TPST2,370.0
GFI1,CSGALNACT2,516.0
GFI1,RASA3,335.0
GFI1,PSMF1,356.0
GFI1,NAGA,454.0
GFI1,CTSL,526.0
GFI1,MOB3C,418.0
GFI1,TMEM50B,651.0
GFI1,ZFP512,324.0
GFI1,WDR73,490.0
GFI1,KLF10,321.0
GFI1,RASSF4,537.0
GFI1,HARS2,397.0
GFI1,FLCN,438.0
GFI1,ATP6V1A,395.0
GFI1,ZFP472,294.0
GFI1,NFKBIA,324.0
GFI1,TMEM229B,250.0
GFI1,SNX30,378.0
GFI1,TOR3A,316.0
GFI1,POLD1,351.0
GFI1,PLIN3,814.0
GFI1,ZFP141,313.0
GFI1,PLD3,292.0
GFI1,ABTB1,413.0
GFI1,CDK17,438.0
GFI1,CLN5,323.0
GFI1,VPS39,272.0
GFI1,AMPD2,583.0
GFI1,CASD1,388.0
GFI1,NEURL3,506.0
GFI1,ERAP1,432.0
GFI1,GSKIP,414.0
GFI1,GMIP,635.0
GFI1,AFG3L2,440.0
GFI1,UBA3,337.0
GFI1,IKBKG,374.0
GFI1,FBXL3,364.0
GFI1,ZKSCAN3,391.0
GFI1,LYN,471.0
GFI1,UHRF1,313.0
GFI1,TAPT1,324.0
GFI1,AFF4,488.0
GFI1,PRKCH,344.0
GFI1,CYB5R3,267.0
GFI1,PAQR7,284.0
GFI1,PUS7,411.0
GFI1,MAN1A,406.0
GFI1,LPCAT3,289.0
GFI1,GNA13,376.0
GFI1,AKNA,454.0
GFI1,TMEM186,342.0
GFI1,DMTF1,447.0
GFI1,MAST3,435.0
GFI1,ARHGAP1,258.0
GFI1,NCLN,266.0
GFI1,ITGA6,331.0
GFI1,HPCAL1,337.0
GFI1,CTSC,533.0
GFI1,CHKA,443.0
GFI1,AAR2,321.0
GFI1,CUL3,430.0
GFI1,SLC19A1,484.0
GFI1,APLP2,331.0
GFI1,ACAA2,370.0
